customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
7876BEUTG,Female,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Monthtomonth,Yes,Mailedcheck,48.8,720.1,No
2338BQEZT,Female,0,No,No,55,Yes,No,DSL,Yes,No,No,No,No,No,Monthtomonth,Yes,Creditcard(automatic),50.55,2832.75,No
9873MNDKV,Female,0,No,No,11,Yes,No,DSL,No,No,No,No,No,No,Monthtomonth,Yes,Mailedcheck,44.65,472.25,No
0378NHQXU,Female,0,Yes,Yes,17,Yes,Yes,Fiberoptic,No,No,Yes,No,Yes,No,Monthtomonth,No,Electroniccheck,88.25,1460.65,Yes
8241JUIQO,Female,0,No,No,61,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Banktransfer(automatic),19.45,1336.35,No
2194IIQOF,Female,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,No,Creditcard(automatic),89.3,6388.65,No
4512ZUIYL,Female,0,No,No,2,Yes,No,Fiberoptic,No,No,No,No,No,No,Monthtomonth,No,Banktransfer(automatic),70,153.05,Yes
9631RXVJM,Male,0,No,No,35,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Mailedcheck,19.25,677.9,No
9584EXCDZ,Female,0,No,No,17,Yes,No,Fiberoptic,No,No,No,No,No,No,Monthtomonth,No,Banktransfer(automatic),70.5,1165.6,No
7969AULMZ,Female,0,No,No,21,Yes,Yes,Fiberoptic,No,No,No,No,Yes,Yes,Monthtomonth,Yes,Electroniccheck,97.35,2119.5,Yes
5093FEGLU,Female,0,Yes,No,47,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Banktransfer(automatic),19.65,921.55,No
2621UDNLU,Female,0,Yes,No,3,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Monthtomonth,No,Mailedcheck,20.85,72,No
7526IVLYU,Male,0,No,No,3,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Monthtomonth,Yes,Mailedcheck,19.65,68.35,No
2428HYUNX,Male,1,Yes,No,44,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,Creditcard(automatic),19.35,847.25,No
9214EKVXR,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Monthtomonth,Yes,Mailedcheck,44,44,No
3410MHHUM,Female,0,Yes,Yes,44,Yes,Yes,Fiberoptic,No,Yes,Yes,No,No,Yes,Oneyear,No,Electroniccheck,94.4,4295.35,No
0568ONFPC,Male,0,Yes,Yes,5,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Monthtomonth,Yes,Banktransfer(automatic),25.9,135,Yes
0733VUNUW,Male,0,No,No,24,Yes,Yes,DSL,Yes,No,No,No,No,No,Monthtomonth,Yes,Banktransfer(automatic),55.65,1400.55,Yes
4550EVXNY,Female,0,No,Yes,1,Yes,No,Fiberoptic,No,No,No,No,No,No,Monthtomonth,Yes,Electroniccheck,69.65,69.65,Yes
2122YWVYA,Female,0,No,No,18,Yes,No,Fiberoptic,Yes,No,No,No,No,No,Monthtomonth,Yes,Electroniccheck,75.4,1380.4,No
2968SSGAA,Female,0,No,No,10,Yes,Yes,Fiberoptic,No,No,Yes,No,Yes,Yes,Monthtomonth,Yes,Electroniccheck,100.6,1060.2,Yes
2296DKZFP,Female,0,Yes,No,65,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Twoyear,No,Banktransfer(automatic),71,4386.2,No
4844JJWUY,Female,1,No,No,1,Yes,No,Fiberoptic,No,Yes,No,No,No,Yes,Monthtomonth,Yes,Electroniccheck,86,86,Yes
6777TGHTM,Female,0,No,No,53,Yes,Yes,Fiberoptic,Yes,No,Yes,No,Yes,Yes,Oneyear,Yes,Creditcard(automatic),106.95,5785.5,Yes
8909BOLNL,Male,0,No,No,3,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Mailedcheck,21.2,52.05,No
6603YRDCJ,Male,0,Yes,No,33,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Twoyear,Yes,Mailedcheck,61.05,2018.4,No
3538WZPHD,Male,0,No,No,3,No,Nophoneservice,DSL,No,Yes,No,No,No,No,Monthtomonth,Yes,Electroniccheck,29.6,79.45,Yes
3229USWAR,Female,0,No,No,34,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Oneyear,Yes,Banktransfer(automatic),79.95,2727.3,No
2138VFAPZ,Female,0,Yes,Yes,14,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,Mailedcheck,19.7,263.65,No
6131JLWZM,Female,0,No,No,13,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Monthtomonth,Yes,Mailedcheck,20.3,275.4,No
4785QRJHC,Male,1,Yes,No,46,No,Nophoneservice,DSL,No,Yes,Yes,Yes,Yes,Yes,Oneyear,Yes,Banktransfer(automatic),59.9,2816.65,Yes
0269XFESX,Male,0,Yes,Yes,23,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Mailedcheck,24.35,538.5,No
1709EJDOX,Female,0,Yes,Yes,47,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Mailedcheck,19.75,948.9,No
4316XCSLJ,Male,0,No,Yes,17,Yes,No,DSL,Yes,No,No,No,No,No,Monthtomonth,Yes,Mailedcheck,50.3,846.8,No
8610WFCJF,Female,0,Yes,Yes,49,Yes,Yes,Fiberoptic,No,No,No,No,Yes,Yes,Monthtomonth,Yes,Electroniccheck,95.6,4783.5,Yes
9693XMUOB,Male,1,Yes,No,59,No,Nophoneservice,DSL,No,Yes,No,No,Yes,Yes,Monthtomonth,Yes,Electroniccheck,50.25,2997.45,No
0383CLDDA,Female,0,No,No,69,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Twoyear,Yes,Creditcard(automatic),85.35,5897.4,No
4905JEFDW,Male,0,No,No,11,No,Nophoneservice,DSL,No,No,Yes,No,Yes,No,Oneyear,Yes,Electroniccheck,41.6,470.6,Yes
2709UQGNP,Male,0,No,No,10,Yes,No,DSL,Yes,No,No,No,No,No,Monthtomonth,Yes,Mailedcheck,51.65,524.5,No
3549ZTMNH,Male,0,Yes,Yes,12,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,Banktransfer(automatic),24,269.65,No
7881INRLC,Male,0,No,No,45,Yes,Yes,Fiberoptic,No,Yes,No,No,Yes,Yes,Monthtomonth,Yes,Creditcard(automatic),100.85,4740,Yes
8033ATFAS,Female,0,Yes,Yes,39,Yes,No,DSL,No,No,Yes,No,Yes,No,Monthtomonth,Yes,Mailedcheck,59.85,2341.5,No
1635NZATJ,Male,1,Yes,No,71,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Creditcard(automatic),25.45,1789.65,No
0562HKHML,Male,0,Yes,Yes,71,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Creditcard(automatic),23.9,1626.4,No
8277RVRSV,Female,0,Yes,Yes,33,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Creditcard(automatic),24.15,800.3,No
9943VSZUV,Male,1,No,No,67,Yes,Yes,Fiberoptic,No,No,No,No,No,No,Monthtomonth,Yes,Mailedcheck,75.7,5060.85,No
0117LFRMW,Male,0,Yes,Yes,37,No,Nophoneservice,DSL,Yes,Yes,Yes,No,No,No,Monthtomonth,No,Banktransfer(automatic),40.2,1448.8,Yes
6172FECYY,Male,0,Yes,Yes,49,Yes,Yes,Fiberoptic,No,No,No,No,Yes,No,Monthtomonth,No,Electroniccheck,84.5,4254.85,Yes
7054ENNGU,Female,0,Yes,No,9,Yes,No,DSL,No,Yes,No,No,No,No,Monthtomonth,No,Mailedcheck,50.85,466.6,No
1455HFBXA,Male,0,Yes,No,52,Yes,Yes,Fiberoptic,Yes,No,Yes,Yes,No,No,Twoyear,Yes,Creditcard(automatic),91.6,4627.8,No
9402CXWPL,Female,0,No,No,70,Yes,Yes,Fiberoptic,No,Yes,No,No,Yes,Yes,Oneyear,No,Electroniccheck,98.9,6838.6,No
1628BIZYP,Male,0,No,No,1,Yes,No,Fiberoptic,No,Yes,No,No,No,Yes,Monthtomonth,Yes,Electroniccheck,85,85,No
1965AKTSX,Female,1,No,No,14,Yes,Yes,Fiberoptic,No,Yes,No,No,No,No,Monthtomonth,Yes,Electroniccheck,78.95,1101.85,Yes
0082LDZUE,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Monthtomonth,Yes,Mailedcheck,44.3,44.3,No
4786UKSNZ,Male,0,No,No,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Monthtomonth,No,Mailedcheck,20.2,20.2,Yes
5343SGUBI,Female,0,No,No,52,Yes,Yes,Fiberoptic,No,Yes,No,No,No,No,Oneyear,Yes,Mailedcheck,80.2,4297.6,No
0856NAOES,Male,0,No,No,6,Yes,No,DSL,No,No,Yes,No,Yes,No,Monthtomonth,No,Mailedcheck,60.9,414.1,No
1976AZZPJ,Male,0,Yes,No,7,No,Nophoneservice,DSL,Yes,Yes,No,No,No,No,Monthtomonth,No,Mailedcheck,34.2,256.6,No
7248VZQLC,Female,1,No,No,47,Yes,Yes,Fiberoptic,No,Yes,Yes,No,No,No,Monthtomonth,Yes,Banktransfer(automatic),85.2,3969.35,Yes
6156UZDLF,Female,0,No,No,26,Yes,No,Fiberoptic,Yes,No,Yes,Yes,No,No,Oneyear,Yes,Creditcard(automatic),87.15,2274.1,No
3099OONVS,Male,0,Yes,Yes,25,Yes,No,DSL,Yes,No,No,Yes,No,No,Monthtomonth,No,Electroniccheck,54.3,1296.8,No
9500WBGRP,Male,0,No,No,69,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,Mailedcheck,19.1,1268.85,No
5183KLYEM,Female,0,No,No,72,Yes,Yes,Fiberoptic,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,Creditcard(automatic),112.75,8192.6,No
5144PQCDZ,Male,0,No,No,4,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Monthtomonth,Yes,Mailedcheck,19.95,59.25,No
8514VZHEB,Male,0,Yes,Yes,59,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Mailedcheck,19.5,1147.85,No
6625IUTTT,Male,0,No,No,67,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Twoyear,No,Banktransfer(automatic),65.55,4361.55,No
9355NPPFS,Female,1,No,No,26,Yes,No,Fiberoptic,No,No,No,No,No,Yes,Monthtomonth,Yes,Electroniccheck,78.8,2006.1,No
0068FIGTF,Female,0,No,No,27,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Oneyear,No,Mailedcheck,78.2,2078.95,No
5965GGPRW,Male,0,Yes,Yes,72,Yes,Yes,Fiberoptic,Yes,No,Yes,No,Yes,Yes,Twoyear,No,Banktransfer(automatic),105.25,7609.75,No
8035PWSEV,Female,0,No,No,6,Yes,No,Fiberoptic,No,No,Yes,Yes,No,Yes,Monthtomonth,Yes,Electroniccheck,89.25,487.05,No
2236HILPA,Male,0,Yes,Yes,62,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Creditcard(automatic),20.65,1218.45,No
1840BIUOG,Male,0,No,No,20,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Oneyear,Yes,Electroniccheck,68.7,1416.2,No
1356MKYSK,Male,0,No,No,6,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Monthtomonth,No,Creditcard(automatic),78.65,483.3,No
6080LNESI,Male,0,No,No,51,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Mailedcheck,24.75,1234.6,No
1830IPXVJ,Female,0,Yes,Yes,61,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Creditcard(automatic),19.75,1311.6,No
5828DWPIL,Male,1,Yes,No,62,Yes,Yes,Fiberoptic,Yes,Yes,Yes,No,No,No,Monthtomonth,Yes,Electroniccheck,89.1,5618.3,No
8398TBIYD,Female,0,No,No,72,Yes,Yes,Fiberoptic,Yes,No,No,Yes,No,No,Twoyear,Yes,Banktransfer(automatic),84.7,6185.15,No
0011IGKFF,Male,1,Yes,No,13,Yes,No,Fiberoptic,No,Yes,Yes,No,Yes,Yes,Monthtomonth,Yes,Electroniccheck,98,1237.85,Yes
4192GORJT,Male,0,Yes,No,5,Yes,No,Fiberoptic,No,No,Yes,No,Yes,Yes,Monthtomonth,Yes,Electroniccheck,94.45,498.1,Yes
6496SLWHQ,Male,1,No,No,3,Yes,Yes,Fiberoptic,No,Yes,Yes,No,Yes,Yes,Monthtomonth,Yes,Electroniccheck,105,294.45,Yes
9912GVSEQ,Female,1,Yes,No,26,Yes,Yes,Fiberoptic,No,Yes,Yes,No,No,Yes,Monthtomonth,Yes,Electroniccheck,93.85,2381.55,Yes
2931FSOHN,Male,1,No,No,13,Yes,No,DSL,No,Yes,No,No,Yes,No,Monthtomonth,Yes,Electroniccheck,59.9,788.35,No
9418RUKPH,Female,0,Yes,Yes,38,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,Mailedcheck,19.95,756.4,No
5383MMTWC,Female,1,Yes,No,8,Yes,Yes,Fiberoptic,No,No,No,No,No,Yes,Monthtomonth,Yes,Electroniccheck,84,613.4,Yes
9971ZWPBF,Male,1,Yes,Yes,34,Yes,Yes,Fiberoptic,No,Yes,Yes,Yes,Yes,Yes,Monthtomonth,Yes,Electroniccheck,108.9,3625.2,No
4712AUQZO,Male,0,No,No,18,No,Nophoneservice,DSL,Yes,No,Yes,No,No,No,Monthtomonth,No,Mailedcheck,33.6,550.35,No
9711FJTBX,Male,0,Yes,Yes,56,Yes,No,Fiberoptic,No,Yes,Yes,Yes,No,No,Oneyear,Yes,Mailedcheck,85.85,4793.8,No
2908ZTPNF,Female,0,No,No,36,No,Nophoneservice,DSL,No,Yes,No,Yes,No,No,Monthtomonth,Yes,Banktransfer(automatic),34.85,1267.2,No
7240ETPTR,Female,0,Yes,No,9,No,Nophoneservice,DSL,No,No,Yes,No,Yes,Yes,Monthtomonth,Yes,Electroniccheck,48.75,442.2,Yes
2202CUYXZ,Male,0,No,No,1,Yes,No,Fiberoptic,No,No,Yes,No,Yes,No,Monthtomonth,Yes,Electroniccheck,84.85,84.85,Yes
5995OIGLP,Male,0,No,No,12,Yes,No,DSL,Yes,No,No,Yes,No,No,Monthtomonth,No,Mailedcheck,56.65,654.85,Yes
8421WZOOW,Female,1,Yes,Yes,57,Yes,No,Fiberoptic,No,Yes,Yes,Yes,Yes,No,Monthtomonth,Yes,Creditcard(automatic),95.3,5567.45,No
6261RCVNS,Female,0,No,No,42,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Oneyear,No,Creditcard(automatic),73.9,3160.55,Yes
7951QKZPL,Female,0,Yes,Yes,33,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,Mailedcheck,24.5,740.3,Yes
1414YADCW,Male,0,Yes,No,70,Yes,No,Fiberoptic,Yes,Yes,No,Yes,No,No,Twoyear,No,Banktransfer(automatic),84.6,5706.2,No
8756RDDLT,Female,0,No,No,68,No,Nophoneservice,DSL,No,Yes,No,Yes,No,Yes,Monthtomonth,No,Electroniccheck,44.95,3085.35,No
2862PFNIK,Male,0,No,Yes,1,No,Nophoneservice,DSL,No,No,No,No,No,No,Monthtomonth,Yes,Electroniccheck,24.7,24.7,No
5816QVHRX,Female,0,No,No,37,Yes,Yes,Fiberoptic,No,No,No,Yes,Yes,Yes,Monthtomonth,No,Creditcard(automatic),100.3,3541.4,No
4430YHXGG,Female,0,No,Yes,4,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Monthtomonth,Yes,Mailedcheck,25.45,84.2,No
6888SBYAI,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Monthtomonth,Yes,Mailedcheck,50.7,50.7,No
7395XWZOY,Male,0,No,No,20,No,Nophoneservice,DSL,Yes,Yes,Yes,Yes,Yes,No,Monthtomonth,Yes,Creditcard(automatic),55,1165.55,No
7169YWAMK,Male,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Twoyear,No,Banktransfer(automatic),68.4,4855.35,No
3640PHQXK,Female,0,No,No,31,Yes,Yes,Fiberoptic,No,No,Yes,No,No,Yes,Monthtomonth,Yes,Electroniccheck,89.9,2806.9,Yes
6877LGWXO,Male,1,Yes,No,18,Yes,No,Fiberoptic,No,No,No,No,No,Yes,Monthtomonth,No,Electroniccheck,78.55,1422.65,Yes
6859RKMZJ,Male,0,Yes,No,11,Yes,No,DSL,No,No,No,No,Yes,No,Monthtomonth,Yes,Banktransfer(automatic),55.05,608.15,No
2729VNVAP,Female,0,Yes,Yes,33,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Creditcard(automatic),19.8,641.35,No
2957JIRMN,Female,1,No,No,62,Yes,Yes,Fiberoptic,No,No,No,No,Yes,No,Oneyear,No,Electroniccheck,84.45,4959.15,No
2049BAFNW,Female,0,No,No,1,No,Nophoneservice,DSL,No,No,Yes,Yes,No,No,Monthtomonth,No,Mailedcheck,35.9,35.9,No
3842QTGDL,Male,0,Yes,No,16,Yes,No,Fiberoptic,Yes,Yes,No,No,No,No,Monthtomonth,No,Banktransfer(automatic),80.75,1321.3,No
7163OCEQI,Male,0,Yes,Yes,22,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Oneyear,Yes,Mailedcheck,78.65,1663.75,No
9782LGXMC,Female,0,Yes,Yes,49,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Monthtomonth,No,Banktransfer(automatic),61.75,3024.15,No
5975BAICR,Male,0,Yes,Yes,36,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Oneyear,Yes,Creditcard(automatic),63.7,2188.5,No
8019ENHXU,Male,0,Yes,No,42,Yes,Yes,Fiberoptic,No,Yes,Yes,Yes,No,Yes,Monthtomonth,Yes,Electroniccheck,99.45,4138.05,Yes
5167GBFRE,Male,1,No,No,4,No,Nophoneservice,DSL,No,No,No,No,No,No,Monthtomonth,Yes,Banktransfer(automatic),25.2,102.5,Yes
9033EOXWV,Female,0,No,No,12,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Oneyear,No,Mailedcheck,74.05,872.65,Yes
4673KKSLS,Female,0,No,No,31,Yes,No,Fiberoptic,Yes,No,Yes,Yes,No,No,Monthtomonth,No,Electroniccheck,87.6,2724.25,No
4853OITSN,Male,0,Yes,No,5,Yes,Yes,Fiberoptic,Yes,No,No,No,No,Yes,Monthtomonth,Yes,Electroniccheck,89.15,413.25,No
9800OUIGR,Male,0,Yes,Yes,66,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Creditcard(automatic),20,1374.2,No
1324NLTJE,Female,1,No,No,15,Yes,Yes,DSL,No,No,No,Yes,No,No,Monthtomonth,No,Creditcard(automatic),55,757.1,Yes
2324EFHVG,Male,0,No,No,64,Yes,Yes,Fiberoptic,No,Yes,Yes,No,Yes,Yes,Twoyear,Yes,Banktransfer(automatic),104.4,6692.65,No
7094MSZAO,Male,0,Yes,Yes,10,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Monthtomonth,Yes,Creditcard(automatic),20.05,218.5,No
1522VVDMG,Male,0,Yes,Yes,7,Yes,No,Fiberoptic,No,Yes,No,Yes,Yes,No,Monthtomonth,Yes,Electroniccheck,89.75,608.8,Yes
6907CQGPN,Male,0,No,No,29,No,Nophoneservice,DSL,No,Yes,No,Yes,No,No,Monthtomonth,No,Electroniccheck,34.3,1004.75,No
0780XNZFN,Male,0,No,No,57,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Banktransfer(automatic),20.65,1125.6,No
0239OXEXL,Female,0,No,No,46,Yes,Yes,Fiberoptic,Yes,Yes,No,No,No,No,Monthtomonth,No,Mailedcheck,84.25,3847.6,No
2675IJRGJ,Male,0,No,No,53,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Banktransfer(automatic),19.65,978,No
7049GKVZY,Female,0,No,No,17,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Oneyear,No,Creditcard(automatic),79.85,1387.35,No
8577QSOCG,Female,0,Yes,Yes,38,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,Mailedcheck,20.2,746.05,No
3721CNZHX,Male,0,No,No,15,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Mailedcheck,19.8,304.6,No
0212ISBBF,Female,0,No,No,22,No,Nophoneservice,DSL,No,Yes,No,No,Yes,Yes,Monthtomonth,Yes,Electroniccheck,50.35,1098.85,No
9185TQCVP,Male,0,Yes,No,14,Yes,Yes,Fiberoptic,No,No,No,No,No,Yes,Monthtomonth,Yes,Electroniccheck,85.15,1139.2,Yes
3585YNADK,Female,0,Yes,No,57,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Oneyear,No,Banktransfer(automatic),74.6,4368.95,No
5271DBYSJ,Male,1,No,No,11,Yes,No,Fiberoptic,No,No,No,No,No,Yes,Monthtomonth,Yes,Creditcard(automatic),79.15,827.7,No
1099GODLO,Female,0,Yes,Yes,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Mailedcheck,20.35,20.35,No
6828HMKWP,Male,0,Yes,Yes,12,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Banktransfer(automatic),21.05,262.05,No
5567WSELE,Male,1,Yes,No,3,Yes,Yes,Fiberoptic,No,No,No,No,Yes,Yes,Monthtomonth,Yes,Electroniccheck,94.6,279.55,Yes
1472TNCWL,Male,0,No,Yes,36,Yes,No,Fiberoptic,No,Yes,No,No,Yes,Yes,Monthtomonth,Yes,Electroniccheck,94.7,3512.5,No
8063RJYNF,Male,0,No,No,16,Yes,No,Fiberoptic,Yes,No,No,No,Yes,Yes,Monthtomonth,Yes,Electroniccheck,94.25,1483.25,Yes
0687ZVTHB,Male,0,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Oneyear,No,Creditcard(automatic),72.45,4653.85,Yes
2080GKCWQ,Male,0,No,No,2,Yes,No,Fiberoptic,No,Yes,No,No,No,No,Monthtomonth,No,Electroniccheck,74.95,151.75,No
9661ACXBS,Female,0,No,No,42,Yes,Yes,Fiberoptic,Yes,No,Yes,No,Yes,Yes,Monthtomonth,Yes,Electroniccheck,105.2,4400.75,Yes
2193SFWQW,Male,0,Yes,Yes,72,Yes,No,Fiberoptic,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,No,Banktransfer(automatic),111.95,8033.1,No
5656JAMLX,Male,0,No,No,62,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Banktransfer(automatic),19.85,1253.65,No
3462BJQQA,Female,0,No,No,6,Yes,Yes,Fiberoptic,No,Yes,No,No,Yes,No,Monthtomonth,Yes,Electroniccheck,89.75,552.65,No
0442TDYUO,Male,0,Yes,No,48,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,Mailedcheck,20.05,1036,No
6733LRIZX,Male,0,No,No,35,Yes,Yes,Fiberoptic,Yes,No,Yes,Yes,Yes,Yes,Twoyear,Yes,Electroniccheck,108.95,4025.5,No
9503XJUME,Male,0,No,Yes,52,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Creditcard(automatic),19.65,928.4,No
4367NHWMM,Female,0,No,No,1,No,Nophoneservice,DSL,No,No,No,No,No,No,Monthtomonth,Yes,Mailedcheck,24.9,24.9,No
3727RJMEO,Male,0,Yes,No,6,Yes,Yes,Fiberoptic,No,No,No,No,Yes,No,Monthtomonth,Yes,Electroniccheck,82.85,460.25,Yes
3779OSWCF,Female,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,No,Creditcard(automatic),93.2,6506.15,No
6736DHUQI,Female,0,Yes,Yes,67,Yes,No,Fiberoptic,Yes,Yes,Yes,No,No,No,Oneyear,No,Banktransfer(automatic),84.8,5598.3,No
3915ODIYG,Male,1,No,No,60,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Oneyear,Yes,Electroniccheck,71.75,4374.55,No
1360RCYRT,Male,0,Yes,Yes,23,No,Nophoneservice,DSL,No,No,No,Yes,No,No,Monthtomonth,Yes,Banktransfer(automatic),30.35,678.75,No
2724FJDYW,Male,0,No,Yes,39,No,Nophoneservice,DSL,No,No,Yes,Yes,Yes,Yes,Oneyear,No,Banktransfer(automatic),54.85,2191.7,No
4451RWASJ,Male,0,Yes,Yes,15,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,Yes,Mailedcheck,19.5,239.75,No
6646VRFOL,Male,1,Yes,No,53,Yes,Yes,Fiberoptic,No,Yes,Yes,No,Yes,Yes,Monthtomonth,Yes,Electroniccheck,103.85,5485.5,Yes
3460TJBWI,Male,0,Yes,Yes,24,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Mailedcheck,24.2,609.05,No
